image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Josh Sargent/Josh Sargent27.jpg,josh sargent,189,126.61626,82.85273,1.0,133.96402,73.57568,1.0,124.06051,72.93588,1.0,151.53476,77.41446,1.0,151.53476,77.41446,1.0,176.77274,126.998726,1.0,109.68445,124.75944,1.0,207.12218,131.4773,1.0,103.2951,191.29831,1.0,225.6513,98.847664,1.0,94.98893,250.47954,1.0,153.77103,250.47954,1.0,107.76765,250.47954,1.0,154.0905,250.47954,1.0,103.93403,250.47954,1.0,138.43655,195.457,1.0,135.88081,192.89781,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Josh Sargent/Josh Sargent3.jpg,josh sargent,189,122.37173,66.36124,1.0,137.08788,52.602207,1.0,106.375916,53.24216,1.0,161.72142,58.3618,1.0,84.3017,61.881557,1.0,210.02878,129.07683,1.0,43.35242,136.75629,1.0,226.34448,224.1101,1.0,31.835434,238.18913,1.0,186.35495,217.71059,1.0,52.62999,212.91093,1.0,173.55832,250.98824,1.0,80.4627,250.98824,1.0,190.19398,250.98824,1.0,75.98387,250.98824,1.0,242.02039,250.98824,1.0,35.67443,250.98824,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Josh Sargent/Josh Sargent47.jpg,josh sargent,189,131.55339,81.20539,1.0,137.30667,67.13852,1.0,123.2431,71.61434,1.0,153.92726,68.73703,1.0,116.85056,80.56599,1.0,167.6712,122.76661,1.0,121.00571,133.63646,1.0,124.5216,165.28691,1.0,76.57759,180.31288,1.0,96.39445,89.51763,1.0,80.732735,109.978546,1.0,161.91794,250.96695,1.0,132.19264,250.96695,1.0,157.12354,250.96695,1.0,76.257965,181.59172,1.0,94.79632,85.36151,1.0,80.41312,106.781525,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Josh Sargent/Josh Sargent5.jpg,josh sargent,189,125.457596,114.474884,1.0,144.65593,95.28503,1.0,106.57924,96.24452,1.0,174.0934,110.31708,1.0,77.14178,113.83521,1.0,240.00768,242.72702,1.0,28.825966,226.09581,1.0,251.52667,255.20042,1.0,28.825966,255.20042,1.0,251.52667,255.20042,1.0,28.825966,255.20042,1.0,251.52667,255.20042,1.0,28.825966,255.20042,1.0,251.52667,246.24516,1.0,251.52667,255.20042,1.0,159.69463,195.71188,1.0,157.45482,194.7524,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Kellyn Acosta/Kellyn Acosta3.jpg,kellyn acosta,182,122.180664,74.48294,1.0,137.52304,63.286953,1.0,108.75607,61.687527,1.0,158.93845,79.601105,1.0,89.578094,75.12271,1.0,189.30359,159.8923,1.0,56.01663,154.45427,1.0,238.20746,246.90111,1.0,14.144708,213.63304,1.0,2.6379204,246.90111,1.0,2.6379204,221.31029,1.0,251.95168,246.90111,1.0,2.6379204,246.90111,1.0,251.95168,246.90111,1.0,2.6379204,246.90111,1.0,251.95168,246.90111,1.0,2.6379204,246.90111,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Kellyn Acosta/Kellyn Acosta7.jpg,kellyn acosta,182,139.32457,78.73656,1.0,151.79063,66.90133,1.0,123.02282,65.62185,1.0,165.85487,79.056435,1.0,97.77108,78.73656,1.0,201.97447,170.85944,1.0,45.349735,174.69789,1.0,214.44052,253.38617,1.0,4.7551603,253.38617,1.0,214.1209,253.38617,1.0,106.08177,253.38617,1.0,233.29942,253.38617,1.0,4.7551603,253.38617,1.0,147.31564,236.433,1.0,4.7551603,253.38617,1.0,215.7191,253.38617,1.0,104.48356,253.38617,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Luca de la Torre/Luca de la Torre11.jpg,luca de la torre,183,134.91307,109.28394,1.0,145.14798,84.33249,1.0,122.43929,85.612045,1.0,164.9781,104.16569,1.0,107.08693,104.48558,1.0,196.64233,224.44449,1.0,77.021904,214.84776,1.0,219.0312,251.3153,1.0,62.62907,251.3153,1.0,219.0312,251.3153,1.0,46.637035,251.3153,1.0,219.0312,251.3153,1.0,46.637035,251.3153,1.0,206.23758,251.3153,1.0,61.98939,251.3153,1.0,151.54478,184.4582,1.0,108.68613,251.3153,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Luca de la Torre/Luca de la Torre49.jpg,luca de la torre,183,67.831345,75.39942,1.0,76.145706,61.322495,1.0,62.075253,59.402912,1.0,87.018326,78.91865,1.0,52.16198,75.39942,1.0,109.08336,168.4991,1.0,33.934353,166.25961,1.0,112.28119,255.2002,1.0,28.178259,243.6827,1.0,113.240524,255.2002,1.0,21.143034,255.2002,1.0,125.072495,255.2002,1.0,39.05088,255.2002,1.0,82.22158,255.2002,1.0,44.16741,255.2002,1.0,111.64162,255.2002,1.0,25.93978,255.2002,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Matt Turner/Matt Turner23.jpg,matt turner,192,138.30351,70.13473,1.0,144.37611,57.351013,1.0,126.7975,54.155087,1.0,149.17029,62.14491,1.0,108.57966,62.4645,1.0,162.91357,137.56882,1.0,75.6597,136.61003,1.0,171.54308,211.71436,1.0,60.957577,239.19933,1.0,176.33725,254.22018,1.0,58.720295,254.22018,1.0,144.37611,254.22018,1.0,91.00103,254.22018,1.0,186.88441,254.22018,1.0,91.95987,254.22018,1.0,175.0588,254.22018,1.0,58.40069,254.22018,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Matt Turner/Matt Turner28.jpg,matt turner,192,156.54042,67.31237,1.0,160.05286,51.652058,1.0,145.36449,53.250053,1.0,164.84253,59.002815,1.0,124.60915,68.59076,1.0,174.74124,131.87119,1.0,99.38346,166.70738,1.0,188.79099,196.7496,1.0,94.913086,243.73051,1.0,200.60556,243.73051,1.0,79.26677,243.73051,1.0,168.03566,243.73051,1.0,111.51734,243.73051,1.0,209.22699,243.73051,1.0,96.828964,169.58377,1.0,202.84074,243.73051,1.0,95.2324,243.73051,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Matt Turner/Matt Turner30.jpg,matt turner,192,152.97833,79.95984,1.0,159.69542,69.73471,1.0,147.22083,69.095634,1.0,166.41252,79.640305,1.0,139.54416,79.32076,1.0,178.56726,128.84872,1.0,124.83053,126.61198,1.0,198.39867,211.92789,1.0,115.874405,201.0637,1.0,175.36862,225.66791,1.0,120.99219,224.07024,1.0,170.57072,241.64468,1.0,129.9483,241.96422,1.0,207.03491,252.82841,1.0,117.47371,252.82841,1.0,207.03491,252.82841,1.0,117.47371,252.82841,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Matt Turner/Matt Turner45.jpg,matt turner,192,86.693375,72.02002,1.0,94.69032,55.0766,1.0,76.13743,55.396286,1.0,103.96677,70.421585,1.0,63.662205,71.70033,1.0,131.47621,161.85213,1.0,41.27079,161.85213,1.0,142.9918,243.69203,1.0,31.034712,245.61015,1.0,144.91107,255.20078,1.0,31.034712,255.20078,1.0,160.90495,255.20078,1.0,57.584534,255.20078,1.0,148.10985,255.20078,1.0,29.115444,255.20078,1.0,143.95145,255.20078,1.0,28.795567,255.20078,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Matt Turner/Matt Turner48.jpg,matt turner,192,128.05081,114.092285,1.0,142.1197,94.89394,1.0,114.301674,94.573975,1.0,159.70581,115.05221,1.0,96.39582,114.092285,1.0,205.10995,228.64238,1.0,59.305115,243.68105,1.0,233.24773,255.20007,1.0,49.073193,255.20007,1.0,186.5646,255.20007,1.0,48.753445,255.20007,1.0,51.631172,255.20007,1.0,50.671932,255.20007,1.0,207.98769,228.32237,1.0,55.148396,246.88078,1.0,77.530716,255.20007,1.0,48.753445,255.20007,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Matt Turner/Matt Turner9.jpg,matt turner,192,125.68276,99.1337,1.0,148.06969,77.374504,1.0,102.97601,77.374504,1.0,174.61418,105.853455,1.0,73.87301,103.61353,1.0,237.2976,235.44868,1.0,19.50475,241.52846,1.0,249.4505,253.04802,1.0,3.8338983,253.04802,1.0,249.4505,253.04802,1.0,3.8338983,253.04802,1.0,249.4505,253.04802,1.0,3.8338983,253.04802,1.0,249.4505,253.04802,1.0,3.8338983,253.04802,1.0,161.82166,190.65033,1.0,78.03058,193.21024,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sean Johnson/Sean Johnson13.jpg,sean johnson,191,127.53134,51.880444,1.0,130.40218,44.521606,1.0,122.746635,43.881706,1.0,132.31606,44.201653,1.0,109.03049,38.442566,1.0,125.298485,74.91681,1.0,90.52962,66.278175,1.0,123.384605,142.42616,1.0,76.49447,113.95065,1.0,144.43732,197.77742,1.0,70.433846,171.22162,1.0,116.68601,149.14511,1.0,94.99534,149.14511,1.0,110.306404,213.45496,1.0,96.909225,209.29562,1.0,102.65088,254.08855,1.0,95.952286,254.08855,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sean Johnson/Sean Johnson2.jpg,sean johnson,191,129.80174,114.71889,1.0,152.83412,92.654785,1.0,105.489784,92.654785,1.0,181.94449,110.56188,1.0,74.779945,114.079346,1.0,239.84532,231.11505,1.0,12.080692,223.76035,1.0,255.20024,253.49892,1.0,2.1639736,253.49892,1.0,2.1639736,253.49892,1.0,2.1639736,253.49892,1.0,255.20024,253.49892,1.0,2.1639736,253.49892,1.0,255.20024,253.49892,1.0,2.1639736,253.49892,1.0,169.46861,197.21947,1.0,79.578354,232.7139,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sean Johnson/Sean Johnson32.jpg,sean johnson,191,135.37154,46.239998,1.0,151.36943,19.039999,1.0,118.733734,22.56,1.0,174.40639,40.48,1.0,97.936485,43.04,1.0,214.08115,160.8,1.0,47.38315,170.72,1.0,238.39795,255.2,1.0,19.866781,255.2,1.0,247.0368,255.2,1.0,17.947033,255.2,1.0,247.0368,255.2,1.0,45.783363,255.2,1.0,247.0368,255.2,1.0,44.50353,255.2,1.0,247.0368,255.2,1.0,17.30712,255.2,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sean Johnson/Sean Johnson38.jpg,sean johnson,191,145.68115,132.25615,1.0,166.78972,109.85645,1.0,112.099335,111.77642,1.0,181.8216,132.25615,1.0,58.048584,134.49612,1.0,221.16031,254.17453,1.0,0.7995672,228.25488,1.0,232.67407,254.17453,1.0,0.7995672,230.17484,1.0,73.40027,191.45535,1.0,0.7995672,254.17453,1.0,232.67407,254.17453,1.0,0.7995672,254.17453,1.0,232.67407,254.17453,1.0,0.7995672,254.17453,1.0,158.47423,217.69499,1.0,0.7995672,225.69489,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sean Johnson/Sean Johnson6.jpg,sean johnson,191,129.87129,116.46228,1.0,153.53041,99.83128,1.0,105.892456,100.15111,1.0,180.38672,115.182976,1.0,75.19955,116.14245,1.0,241.4528,213.04996,1.0,13.494001,208.57237,1.0,255.2007,242.79384,1.0,4.5419016,242.79384,1.0,4.5419016,242.79384,1.0,4.5419016,242.79384,1.0,255.2007,242.79384,1.0,4.5419016,242.79384,1.0,255.2007,242.79384,1.0,4.5419016,242.79384,1.0,170.7952,184.26555,1.0,79.67559,224.88354,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sergi├▒o Dest/Sergi├▒o Dest10.jpg,sergi├▒o dest,177,117.30542,79.51907,1.0,130.40694,66.40959,1.0,108.03848,67.36882,1.0,159.80548,69.28728,1.0,101.6475,70.56625,1.0,192.39952,134.1952,1.0,76.08354,139.3111,1.0,189.84312,210.6139,1.0,61.064716,224.68262,1.0,204.86195,252.18054,1.0,70.0121,252.18054,1.0,179.298,252.18054,1.0,104.52344,252.18054,1.0,220.83942,252.18054,1.0,95.57605,252.18054,1.0,204.54242,252.18054,1.0,41.252655,252.18054,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sergi├▒o Dest/Sergi├▒o Dest33.jpg,sergi├▒o dest,177,128.68077,101.635796,1.0,132.5187,86.29338,1.0,113.00919,88.85045,1.0,137.63596,91.08789,1.0,86.78332,106.43031,1.0,168.33943,179.94609,1.0,66.95398,195.92776,1.0,180.81273,254.74039,1.0,61.197083,254.74039,1.0,180.81273,254.74039,1.0,60.877254,254.74039,1.0,199.04292,254.74039,1.0,199.04292,254.74039,1.0,140.19458,254.74039,1.0,59.91777,254.74039,1.0,180.81273,254.74039,1.0,61.516914,254.74039,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sergi├▒o Dest/Sergi├▒o Dest35.jpg,sergi├▒o dest,177,114.53412,89.8531,1.0,124.44678,70.98367,1.0,103.3424,77.699905,1.0,142.99306,67.465645,1.0,98.22619,85.3756,1.0,178.80653,159.89386,1.0,95.34832,155.73618,1.0,197.99234,243.04726,1.0,78.40086,228.01569,1.0,211.74214,255.20044,1.0,67.20915,255.20044,1.0,151.94643,255.20044,1.0,90.55187,255.20044,1.0,211.74214,255.20044,1.0,67.84868,255.20044,1.0,200.23068,255.20044,1.0,76.80205,229.29495,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sergi├▒o Dest/Sergi├▒o Dest36.jpg,sergi├▒o dest,177,138.75363,79.42619,1.0,144.189,65.364204,1.0,119.56996,68.56011,1.0,151.223,69.199295,1.0,81.52235,79.106606,1.0,146.10736,144.30309,1.0,34.84209,145.26186,1.0,111.57675,221.00484,1.0,1.5903974,244.01535,1.0,1.5903974,255.20103,1.0,1.5903974,255.20103,1.0,98.467926,255.20103,1.0,40.916916,255.20103,1.0,94.31146,246.25249,1.0,1.5903974,255.20103,1.0,1.5903974,255.20103,1.0,1.5903974,255.20103,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Sergi├▒o Dest/Sergi├▒o Dest44.jpg,sergi├▒o dest,177,114.40449,98.158165,1.0,126.21652,86.64669,1.0,109.61583,86.007164,1.0,147.92511,95.28029,1.0,104.50793,87.28621,1.0,168.03749,175.86058,1.0,117.59693,180.01752,1.0,189.42683,255.16185,1.0,114.72374,246.20847,1.0,153.99075,255.16185,1.0,109.935074,255.16185,1.0,203.47359,255.16185,1.0,118.23542,255.16185,1.0,192.6193,255.16185,1.0,114.40449,255.16185,1.0,190.70383,255.16185,1.0,113.12752,255.16185,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Shaq Moore/Shaq Moore2.jpg,shaq moore,180,76.11155,45.537937,1.0,78.99021,37.5423,1.0,68.43513,38.181953,1.0,82.828415,42.339687,1.0,55.64108,45.85776,1.0,93.06365,84.55664,1.0,35.81031,91.27298,1.0,111.29517,109.1832,1.0,15.659695,137.32784,1.0,110.97531,160.99493,1.0,18.858206,161.63458,1.0,82.508575,186.9008,1.0,49.88376,195.8559,1.0,78.030655,225.59967,1.0,52.12272,225.59967,1.0,76.75125,225.59967,1.0,50.52346,200.33345,1.0,full_body_bent
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Shaq Moore/Shaq Moore9.jpg,shaq moore,180,165.63687,73.7233,1.0,165.63687,62.215496,1.0,143.90062,62.53516,1.0,96.59229,83.31313,1.0,96.91195,83.31313,1.0,153.49014,183.68674,1.0,31.70318,170.58063,1.0,120.56611,251.13522,1.0,1.0167028,216.93147,1.0,102.02637,116.557884,1.0,102.346016,117.19721,1.0,114.173096,251.13522,1.0,36.17829,251.13522,1.0,114.81239,251.13522,1.0,19.55645,171.53961,1.0,130.15562,251.13522,1.0,1.0167028,251.13522,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Tim Ream/Tim Ream24.jpg,tim ream,185,131.05345,75.58759,1.0,144.15816,58.96856,1.0,115.71134,59.92735,1.0,163.33578,66.31928,1.0,96.85335,67.59767,1.0,206.48544,165.7139,1.0,51.146667,160.91994,1.0,211.27986,246.57188,1.0,34.845684,255.201,1.0,238.12852,255.201,1.0,25.576498,255.201,1.0,238.12852,255.201,1.0,238.12852,255.201,1.0,238.12852,255.201,1.0,33.567177,255.201,1.0,238.12852,255.201,1.0,33.567177,255.201,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Timothy Weah/Timothy Weah19.jpg,timothy weah,186,139.35068,68.44835,1.0,144.13902,60.77699,1.0,134.88155,61.09663,1.0,150.8427,62.375195,1.0,130.09322,63.014473,1.0,159.46172,85.069626,1.0,121.79342,93.06062,1.0,170.6345,126.303185,1.0,92.42491,145.16194,1.0,178.61507,167.2171,1.0,94.9787,202.3775,1.0,145.41591,184.7973,1.0,124.02798,186.39548,1.0,139.03145,254.79843,1.0,150.8427,242.97176,1.0,138.393,254.79843,1.0,157.54637,254.79843,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Tyler Adams/Tyler Adams29.jpg,tyler adams,188,120.102135,72.25444,1.0,126.17985,61.381474,1.0,113.70455,63.300232,1.0,135.13647,54.985615,1.0,106.66718,55.944992,1.0,148.89131,71.93464,1.0,104.74791,82.16802,1.0,179.59976,133.01512,1.0,96.11116,121.50256,1.0,163.60577,160.83711,1.0,87.79429,149.64435,1.0,156.88829,153.48187,1.0,126.17985,156.36,1.0,177.68048,181.94344,1.0,92.272606,189.93828,1.0,171.60277,245.26245,1.0,124.580444,233.11035,1.0,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Walker Zimmerman/Walker Zimmerman25.jpg,walker zimmerman,183,155.30746,65.72546,1.0,168.09874,52.286087,1.0,142.83597,51.966103,1.0,187.28566,54.84597,1.0,122.36992,51.64612,1.0,233.65404,129.40244,1.0,83.67631,114.36315,1.0,237.49144,193.7194,1.0,40.825523,210.9986,1.0,98.706055,181.87996,1.0,88.15326,185.3998,1.0,198.7978,239.47722,1.0,114.055595,239.47722,1.0,248.6838,211.31854,1.0,67.367424,239.47722,1.0,114.055595,143.48178,1.0,99.02584,178.3601,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Weston McKennie/Weston McKennie1.jpg,weston mckennie,189,111.58053,70.64087,1.0,123.39506,59.131924,1.0,105.832924,58.81223,1.0,143.51167,70.64087,1.0,99.76601,66.48486,1.0,170.01451,141.61273,1.0,87.951485,138.09612,1.0,193.96286,233.36462,1.0,84.75837,224.09354,1.0,189.81181,254.46437,1.0,75.17903,254.46437,1.0,151.81377,254.46437,1.0,95.61496,254.46437,1.0,135.52888,254.46437,1.0,76.456276,254.46437,1.0,190.45042,254.46437,1.0,65.599686,254.46437,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Weston McKennie/Weston McKennie16.jpg,weston mckennie,189,141.81834,53.354954,1.0,149.48872,46.63744,1.0,140.22035,46.63744,1.0,166.74709,53.354954,1.0,137.66356,51.755547,1.0,186.56224,109.65413,1.0,134.14795,104.8559,1.0,203.501,187.0655,1.0,132.54996,172.35094,1.0,166.74709,220.01332,1.0,114.97199,225.13142,1.0,175.05667,237.92668,1.0,140.85954,235.68752,1.0,147.25153,255.20029,1.0,104.10561,255.20029,1.0,188.47984,255.20029,1.0,139.58115,255.20029,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Weston McKennie/Weston McKennie2.jpg,weston mckennie,189,138.56877,106.42079,1.0,147.20563,88.82324,1.0,126.4132,86.903496,1.0,154.88281,93.94252,1.0,105.3009,95.22234,1.0,183.35242,212.96597,1.0,65.635376,199.84781,1.0,192.30917,255.20012,1.0,52.840042,255.20012,1.0,204.7846,255.20012,1.0,53.479813,255.20012,1.0,204.7846,255.20012,1.0,204.7846,255.20012,1.0,192.62906,255.20012,1.0,129.29216,149.29483,1.0,198.38695,255.20012,1.0,53.799698,255.20012,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Weston McKennie/Weston McKennie21.jpg,weston mckennie,189,119.08807,59.026474,1.0,118.768105,51.3553,1.0,111.40898,51.67493,1.0,119.408035,56.149784,1.0,95.41086,62.222797,1.0,129.32687,115.281746,1.0,74.93327,120.076225,1.0,137.00595,170.89777,1.0,58.615192,191.99348,1.0,133.48639,207.65546,1.0,80.6926,210.53215,1.0,120.36793,241.21684,1.0,85.172066,243.45427,1.0,118.44814,254.00214,1.0,87.731766,254.00214,1.0,118.44814,254.00214,1.0,81.97244,254.00214,1.0,lower_cut
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Yunus Musah/Yunus Musah24.jpg,yunus musah,179,148.91147,71.39519,1.0,155.3042,61.483913,1.0,130.69221,59.245888,1.0,160.738,71.7149,1.0,92.975174,67.87828,1.0,179.59651,161.55577,1.0,51.74212,157.71915,1.0,176.08054,250.43745,1.0,48.865395,250.43745,1.0,178.63762,250.43745,1.0,46.627937,250.43745,1.0,144.75621,250.43745,1.0,92.975174,250.43745,1.0,182.7929,164.43324,1.0,46.308304,250.43745,1.0,176.7198,250.43745,1.0,45.98867,250.43745,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Yunus Musah/Yunus Musah25.jpg,yunus musah,179,137.11491,119.15773,1.0,144.78859,100.60268,1.0,124.00571,100.28276,1.0,151.50305,92.92472,1.0,98.74652,95.803955,1.0,154.70042,142.5115,1.0,68.691284,150.18945,1.0,221.20563,185.06015,1.0,63.575497,200.41609,1.0,166.53069,86.20651,1.0,85.63732,91.96498,1.0,140.632,252.56218,1.0,85.31759,252.56218,1.0,137.75438,252.56218,1.0,119.84914,22.86339,1.0,165.25171,82.68745,1.0,92.03205,45.257427,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/United States Players/Images_Yunus Musah/Yunus Musah50.jpg,yunus musah,179,117.764305,52.933304,1.0,133.75021,43.338142,1.0,102.737564,43.018303,1.0,155.17131,49.73492,1.0,84.19392,49.41508,1.0,205.04733,128.41524,1.0,41.351704,124.57717,1.0,236.05995,199.09961,1.0,22.488342,195.9012,1.0,172.11636,238.11992,1.0,23.447495,197.82025,1.0,170.51778,247.07541,1.0,67.56858,247.07541,1.0,217.83604,247.07541,1.0,55.419296,247.07541,1.0,174.6741,247.07541,1.0,67.56858,247.07541,1.0,malformed
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group B/Wales Players/Images_Aaron Ramsey/Aaron Ramsey12.jpg,aaron ramsey,184,150.2228,33.675426,1.0,154.37859,30.157629,1.0,145.42766,29.198229,1.0,157.57535,31.436829,1.0,128.16512,29.83783,1.0,160.13277,58.9396,1.0,96.19748,55.421806,1.0,166.20662,90.91958,1.0,72.54143,86.44238,1.0,157.25568,103.07196,1.0,112.50098,93.15817,1.0,142.23088,125.77774,1.0,102.271324,125.77774,1.0,141.91121,176.6259,1.0,103.23036,176.30609,1.0,137.7554,226.83444,1.0,103.23036,222.35725,1.0,full_body
