image_path,player_name,height_cm,kp0,kp1,kp2,kp3,kp4,kp5,kp6,kp7,kp8,kp9,kp10,kp11,kp12,kp13,kp14,kp15,kp16,kp17,kp18,kp19,kp20,kp21,kp22,kp23,kp24,kp25,kp26,kp27,kp28,kp29,kp30,kp31,kp32,kp33,kp34,kp35,kp36,kp37,kp38,kp39,kp40,kp41,kp42,kp43,kp44,kp45,kp46,kp47,kp48,kp49,kp50,label,new_label
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Boualem Khoukhi/Boualem Khoukhi14.jpg,boualem khoukhi,180,132.876,35.072254,1.0,142.78206,30.277044,1.0,123.92862,30.596725,1.0,154.60541,38.908424,1.0,112.10528,39.867466,1.0,185.60173,79.82757,1.0,83.3458,79.82757,1.0,219.79356,118.189255,1.0,34.77422,120.10734,1.0,196.78596,160.06744,1.0,30.620073,164.54297,1.0,161.95505,188.51901,1.0,102.51878,189.47809,1.0,166.42874,249.25839,1.0,92.93228,249.25839,1.0,166.42874,249.25839,1.0,91.33454,249.25839,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Boualem Khoukhi/Boualem Khoukhi23.jpg,boualem khoukhi,180,141.19742,57.786716,1.0,142.7925,54.58777,1.0,136.09317,54.267876,1.0,142.7925,57.786716,1.0,121.09944,56.82703,1.0,144.70659,82.09871,1.0,101.32047,81.45892,1.0,136.09317,109.609665,1.0,74.842186,104.81124,1.0,143.11151,122.085556,1.0,73.24711,130.08292,1.0,138.6453,136.48082,1.0,114.400116,137.1206,1.0,135.45514,177.10744,1.0,129.39384,178.38702,1.0,129.39384,200.77965,1.0,129.71286,200.77965,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Boualem Khoukhi/Boualem Khoukhi37.jpg,boualem khoukhi,180,138.879,39.44582,1.0,139.51778,35.6116,1.0,133.12996,35.29208,1.0,140.79535,39.44582,1.0,120.03492,39.1263,1.0,141.11475,68.8415,1.0,102.78781,69.16101,1.0,131.533,104.94706,1.0,77.55591,99.19573,1.0,141.43413,123.1596,1.0,75.320175,130.189,1.0,135.68509,137.2184,1.0,112.36954,137.53793,1.0,132.81056,190.25844,1.0,128.65848,210.38808,1.0,85.54068,214.86133,1.0,88.09582,214.86133,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Hassan Al-Haydos (captain)/Hassan Al-Haydos (captain)43.jpg,hassan al haydos,169,127.4056,43.659763,1.0,128.68196,39.821335,1.0,123.89562,40.461075,1.0,130.5965,40.461075,1.0,116.87566,43.020023,1.0,140.80736,61.57243,1.0,109.536606,65.41086,1.0,152.93275,91.00038,1.0,105.06935,91.640114,1.0,136.6592,102.51566,1.0,100.602104,119.46872,1.0,142.4028,120.42833,1.0,123.89562,121.38794,1.0,140.16917,163.61064,1.0,130.2774,163.29077,1.0,136.97827,192.07898,1.0,135.38284,210.95125,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Ismaeel Mohammad/Ismaeel Mohammad20.jpg,ismaeel mohammad,183,113.975624,79.14985,1.0,119.09105,74.67382,1.0,108.22074,72.11609,1.0,122.2882,76.59212,1.0,90.3167,74.67382,1.0,108.54047,108.88348,1.0,71.45352,109.2032,1.0,110.778465,161.63669,1.0,73.05209,165.793,1.0,118.77135,188.81258,1.0,110.13904,195.52664,1.0,112.37704,188.81258,1.0,81.6844,199.36322,1.0,137.31482,251.7967,1.0,118.45163,225.57997,1.0,145.6274,251.7967,1.0,78.48725,233.8926,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Jassem Gaber/Jassem Gaber5.jpg,jassem gaber,181,57.591267,62.356945,1.0,60.788124,58.19902,1.0,55.673153,58.838703,1.0,72.936165,56.27998,1.0,54.074726,59.158543,1.0,89.87949,72.271996,1.0,49.918816,74.51088,1.0,110.339355,96.26002,1.0,45.443222,101.37746,1.0,95.63383,110.97267,1.0,39.04951,129.20357,1.0,87.00232,119.9282,1.0,62.066864,119.9282,1.0,94.674774,157.98918,1.0,57.91095,141.99718,1.0,97.23226,197.0097,1.0,70.378685,186.45497,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Jassem Gaber/Jassem Gaber_0_4682.jpg,jassem gaber,181,132.22342,106.61663,1.0,144.05252,82.29908,1.0,106.32729,102.777016,1.0,178.26102,89.018394,1.0,92.579956,135.41374,1.0,247.95677,175.72969,1.0,110.80316,252.84195,1.0,247.95677,175.40973,1.0,45.902977,252.84195,1.0,216.30595,162.93097,1.0,75.635574,97.9775,1.0,231.01239,207.72649,1.0,118.47609,252.84195,1.0,204.47684,234.2838,1.0,113.68051,252.84195,1.0,103.769646,101.81711,1.0,146.29047,78.45946,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Jassem Gaber/Jassem Gaber_0_6999.jpg,jassem gaber,181,122.28648,97.86626,1.0,142.74115,85.08276,1.0,105.66707,84.44359,1.0,163.19582,102.340485,1.0,80.737946,101.70131,1.0,213.05406,212.27855,1.0,14.579886,211.00018,1.0,233.18913,251.90741,1.0,3.0741372,251.90741,1.0,3.0741372,251.90741,1.0,3.0741372,251.90741,1.0,151.05086,182.55693,1.0,3.0741372,251.90741,1.0,233.18913,251.90741,1.0,3.0741372,251.90741,1.0,233.18913,251.90741,1.0,3.0741372,251.90741,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Karim Boudiaf/Karim Boudiaf1.jpg,karim boudiaf,175,123.050255,56.756023,1.0,129.12468,49.08582,1.0,116.65611,49.725,1.0,137.11736,56.756023,1.0,109.62256,57.395203,1.0,155.02095,103.096855,1.0,95.875145,105.97318,1.0,161.4151,151.35522,1.0,95.875145,167.01523,1.0,136.79765,181.39687,1.0,105.78607,189.0671,1.0,146.70857,198.65485,1.0,111.22109,193.22177,1.0,145.42975,244.35648,1.0,113.139336,244.67609,1.0,148.94652,254.90302,1.0,111.5408,244.35648,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Karim Boudiaf/Karim Boudiaf20.jpg,karim boudiaf,175,115.28973,98.7001,1.0,139.90413,76.62456,1.0,103.14235,73.74514,1.0,171.23155,90.38178,1.0,85.56063,86.222626,1.0,210.87035,203.63896,1.0,74.052605,206.83832,1.0,221.09972,252.5891,1.0,57.429882,252.5891,1.0,133.51077,252.5891,1.0,56.151215,252.5891,1.0,75.33127,198.20006,1.0,61.90523,252.5891,1.0,217.2637,252.5891,1.0,57.110214,252.5891,1.0,59.34789,252.5891,1.0,56.790546,252.5891,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Karim Boudiaf/Karim Boudiaf49.jpg,karim boudiaf,175,145.01596,43.305534,1.0,147.57265,39.471153,1.0,139.90257,39.471153,1.0,150.12932,41.388344,1.0,126.47998,41.388344,1.0,155.2427,57.36495,1.0,106.34606,57.36495,1.0,176.33537,79.73219,1.0,65.75866,64.07513,1.0,178.89206,93.79161,1.0,60.325695,101.14085,1.0,137.0263,119.034645,1.0,104.74813,114.88073,1.0,119.1295,162.81055,1.0,145.33554,151.62692,1.0,79.50085,188.69266,1.0,157.7994,206.90598,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Khalid Muneer/Khalid Muneer13.jpg,khalid muneer,172,131.44182,79.277916,1.0,136.23378,70.33095,1.0,121.538414,71.60909,1.0,142.94252,75.12397,1.0,105.24574,78.95838,1.0,167.54129,130.72298,1.0,86.07789,135.51599,1.0,194.37627,184.08525,1.0,78.73021,179.93129,1.0,197.25143,223.388,1.0,67.86843,211.56522,1.0,160.19359,245.11635,1.0,110.9961,245.11635,1.0,204.59914,253.1047,1.0,105.884674,253.1047,1.0,173.29164,234.89125,1.0,104.926285,253.1047,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Khalid Muneer/Khalid Muneer18.jpg,khalid muneer,172,117.839355,40.299984,1.0,126.14144,31.984724,1.0,108.57935,33.263992,1.0,140.19112,37.741444,1.0,96.764854,44.1378,1.0,164.1394,92.750084,1.0,77.6062,93.70954,1.0,168.92908,165.66852,1.0,64.51446,165.0289,1.0,130.9311,214.92047,1.0,88.46277,217.79883,1.0,146.89664,226.4339,1.0,92.2945,227.39336,1.0,141.14903,248.82112,1.0,102.512436,248.82112,1.0,152.64424,248.82112,1.0,91.655876,248.82112,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Khalid Muneer/Khalid Muneer2.jpg,khalid muneer,172,127.84661,72.80721,1.0,136.15121,63.527576,1.0,122.097275,63.527576,1.0,147.96927,67.367424,1.0,114.4315,64.16755,1.0,155.95447,107.36586,1.0,112.19564,112.165665,1.0,156.59328,131.6849,1.0,81.21312,119.525375,1.0,147.64989,111.52569,1.0,96.86408,93.926384,1.0,144.4558,208.48187,1.0,115.70912,203.36206,1.0,144.7752,243.0405,1.0,114.11209,230.561,1.0,134.87357,255.20003,1.0,117.625565,255.20003,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Khalid Muneer/Khalid Muneer40.jpg,khalid muneer,172,55.709496,125.674774,1.0,64.96592,97.874565,1.0,42.942017,107.460846,1.0,81.24445,95.95732,1.0,30.81291,115.76895,1.0,110.60965,166.25668,1.0,27.94023,180.95563,1.0,110.60965,214.50757,1.0,8.469823,214.50757,1.0,110.60965,214.50757,1.0,8.469823,214.50757,1.0,110.60965,214.50757,1.0,110.60965,159.54628,1.0,110.60965,214.50757,1.0,8.469823,214.50757,1.0,110.60965,214.50757,1.0,66.56185,93.72053,1.0,face,face
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Meshaal Barsham/Meshaal Barsham1.jpg,meshaal barsham,182,123.86472,50.12014,1.0,131.83818,42.444675,1.0,118.44278,43.40411,1.0,143.95782,54.91731,1.0,113.65871,51.719196,1.0,157.35323,108.64558,1.0,107.279945,107.366325,1.0,141.72527,201.71062,1.0,86.86792,175.48608,1.0,106.96101,177.72476,1.0,126.735176,175.48608,1.0,147.46616,233.3719,1.0,115.2534,226.01625,1.0,145.23358,245.84453,1.0,119.3996,245.84453,1.0,140.13057,209.3861,1.0,133.43286,174.20685,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Mostafa Meshaal/Mostafa Meshaal_0_2611.jpg,mostafa meshaal,174,118.91063,128.50201,1.0,122.74977,106.425835,1.0,97.79535,124.02279,1.0,146.42448,104.186226,1.0,89.79715,146.09898,1.0,223.84718,169.77487,1.0,121.470055,244.64195,1.0,255.5201,255.52007,1.0,255.5201,255.52007,1.0,255.5201,255.52007,1.0,59.403934,255.52007,1.0,255.5201,255.52007,1.0,216.80875,162.73611,1.0,255.5201,255.52007,1.0,112.51207,255.52007,1.0,255.5201,255.52007,1.0,255.5201,255.52007,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Mostafa Meshaal/Mostafa Meshaal_0_4057.jpg,mostafa meshaal,174,142.1252,56.172688,1.0,154.27213,31.854239,1.0,121.34757,41.133648,1.0,178.24632,41.45363,1.0,104.40581,60.652405,1.0,240.57921,163.36586,1.0,85.86577,187.04437,1.0,255.28336,255.20003,1.0,75.956436,255.20003,1.0,255.28336,255.20003,1.0,255.28336,255.20003,1.0,255.28336,255.20003,1.0,222.99812,142.5672,1.0,255.28336,172.00531,1.0,75.63679,255.20003,1.0,255.28336,255.20003,1.0,73.07954,255.20003,1.0,face,face
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Mostafa Meshaal/Mostafa Meshaal_0_468.jpg,mostafa meshaal,174,148.79898,109.6497,1.0,163.17766,93.3521,1.0,130.586,97.506386,1.0,186.50307,101.34111,1.0,112.692535,110.28882,1.0,242.1006,181.55086,1.0,92.24286,211.58958,1.0,255.52069,254.73029,1.0,89.36713,254.73029,1.0,255.52069,254.73029,1.0,255.52069,254.73029,1.0,255.52069,254.73029,1.0,231.55624,171.64449,1.0,255.52069,254.73029,1.0,89.04759,254.73029,1.0,255.52069,254.73029,1.0,255.52069,254.73029,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Mostafa Meshaal/Mostafa Meshaal_0_9373.jpg,mostafa meshaal,174,122.576324,51.075054,1.0,134.4007,32.83817,1.0,101.16463,39.87697,1.0,158.04945,38.597187,1.0,85.50531,56.51412,1.0,225.79991,124.342514,1.0,72.72221,171.05453,1.0,255.52061,246.24167,1.0,79.752914,255.20013,1.0,255.52061,255.20013,1.0,255.52061,255.20013,1.0,255.52061,255.20013,1.0,207.58398,106.42558,1.0,255.52061,255.20013,1.0,63.454456,172.9742,1.0,255.52061,255.20013,1.0,255.52061,255.20013,1.0,face,face
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Naif Al-Hadhrami/Naif Al-Hadhrami12.jpg,naif al hadhrami,179,57.591267,62.356945,1.0,60.788124,58.19902,1.0,55.673153,58.838703,1.0,72.936165,56.27998,1.0,54.074726,59.158543,1.0,89.87949,72.271996,1.0,49.918816,74.51088,1.0,110.339355,96.26002,1.0,45.443222,101.37746,1.0,95.63383,110.97267,1.0,39.04951,129.20357,1.0,87.00232,119.9282,1.0,62.066864,119.9282,1.0,94.674774,157.98918,1.0,57.91095,141.99718,1.0,97.23226,197.0097,1.0,70.378685,186.45497,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Saad Al-Sheeb/Saad Al-Sheeb43.jpg,saad al sheeb,188,157.18677,48.02709,1.0,162.93295,40.673496,1.0,148.24829,40.673496,1.0,167.08295,44.19043,1.0,130.69058,46.428486,1.0,160.3791,92.7881,1.0,110.57902,87.99229,1.0,137.39444,147.78021,1.0,76.42127,140.74634,1.0,152.07907,178.7932,1.0,104.51362,177.83401,1.0,137.07521,182.62984,1.0,99.40592,189.98347,1.0,173.78682,201.1737,1.0,63.971252,183.90875,1.0,159.4214,189.66374,1.0,132.60597,197.65675,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Salem Al-Hajri/Salem Al-Hajri7.jpg,salem al hajri,178,113.14555,85.50781,1.0,116.97996,80.07039,1.0,109.630684,80.07039,1.0,121.45342,82.309326,1.0,104.51814,80.71008,1.0,131.03943,116.852905,1.0,96.5298,116.852905,1.0,139.3473,146.91862,1.0,92.6954,146.91862,1.0,131.99805,151.71634,1.0,90.13913,177.94388,1.0,123.69016,176.02478,1.0,101.961876,175.06525,1.0,122.73156,207.05003,1.0,104.19861,207.05003,1.0,121.133896,207.05003,1.0,106.43535,194.57597,1.0,full_body_bent,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Tarek Salman/Tarek Salman4.jpg,tarek salman,180,141.92125,48.67031,1.0,146.7131,41.639946,1.0,133.93481,41.639946,1.0,151.50497,43.557312,1.0,117.323044,46.433372,1.0,166.2,83.183,1.0,93.044304,86.69818,1.0,199.1041,134.31291,1.0,72.9185,131.75641,1.0,186.96472,118.97393,1.0,83.14113,150.29102,1.0,163.32487,201.74046,1.0,114.44793,197.90573,1.0,185.36743,232.738,1.0,117.64251,232.738,1.0,182.49232,232.738,1.0,119.87871,232.738,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Tarek Salman/Tarek Salman45.jpg,tarek salman,180,142.73764,48.748814,1.0,150.09181,41.709526,1.0,132.18602,41.069588,1.0,155.5275,45.8691,1.0,110.12352,47.148975,1.0,181.10718,85.22513,1.0,74.63169,89.384705,1.0,231.94687,136.41995,1.0,44.575535,132.26038,1.0,207.64613,121.0615,1.0,59.283867,151.77841,1.0,169.59633,195.29402,1.0,103.72859,197.53378,1.0,203.80917,235.28996,1.0,114.28022,235.28996,1.0,202.5302,235.28996,1.0,113.96048,235.28996,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Qatar Players/Images_Yousef Hassan/Yousef Hassan34.jpg,yousef hassan,172,124.2948,48.207294,1.0,132.28128,42.127686,1.0,116.94724,41.807705,1.0,140.9067,44.047558,1.0,108.00237,44.36754,1.0,164.22722,67.72606,1.0,89.79318,70.92586,1.0,187.54778,93.64441,1.0,70.945076,99.72403,1.0,191.06183,123.08254,1.0,72.222916,125.96237,1.0,145.37914,133.64188,1.0,113.75265,135.88173,1.0,142.504,169.79959,1.0,113.43318,170.11957,1.0,145.37914,206.59726,1.0,113.75265,205.9573,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Abdou Diallo/Abdou Diallo48.jpg,abdou diallo,184,143.84483,40.966736,1.0,149.91801,33.289207,1.0,139.36986,33.609104,1.0,159.18759,40.326942,1.0,134.8949,40.326942,1.0,176.76785,80.95387,1.0,126.584236,85.75232,1.0,189.87312,136.29607,1.0,114.75753,142.3741,1.0,199.14268,196.43672,1.0,103.88973,197.39641,1.0,174.21072,201.87495,1.0,140.00914,202.83464,1.0,178.0464,252.73859,1.0,138.41095,252.73859,1.0,176.12856,252.73859,1.0,140.00914,252.73859,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Alfred Gomis/Alfred Gomis1.jpg,alfred gomis,168,124.3962,75.668526,1.0,135.27263,67.03904,1.0,120.237564,56.81151,1.0,146.14906,71.51359,1.0,109.68102,50.73891,1.0,151.5873,121.37282,1.0,73.85276,112.74334,1.0,157.34541,179.54192,1.0,29.707226,178.26347,1.0,159.90457,211.82257,1.0,70.333916,191.3675,1.0,131.75378,234.51492,1.0,83.12972,228.12271,1.0,176.21921,243.464,1.0,84.729195,243.464,1.0,76.73181,223.32855,1.0,117.03861,223.96777,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Alfred Gomis/Alfred Gomis19.jpg,alfred gomis,168,140.25142,52.977768,1.0,145.36139,43.384007,1.0,132.5865,44.663174,1.0,150.79073,40.825672,1.0,122.04721,41.14547,1.0,166.43996,83.67779,1.0,105.43986,89.11426,1.0,183.0473,150.5143,1.0,87.87439,145.39763,1.0,166.75934,168.10284,1.0,66.476456,163.62576,1.0,160.69125,215.11226,1.0,122.04721,210.63518,1.0,159.09439,254.12688,1.0,123.64408,254.12688,1.0,159.09439,254.12688,1.0,158.13626,254.12688,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Alfred Gomis/Alfred Gomis44.jpg,alfred gomis,168,123.1298,42.39622,1.0,133.35715,36.00262,1.0,116.41811,36.00262,1.0,147.73935,41.1175,1.0,110.026024,42.07654,1.0,166.27643,89.06953,1.0,94.0458,93.545044,1.0,125.367035,145.65291,1.0,68.47744,144.69388,1.0,86.6949,136.70186,1.0,113.22207,140.21835,1.0,140.38846,214.38414,1.0,97.88105,205.43307,1.0,140.70805,252.74577,1.0,97.56144,252.74577,1.0,145.50212,252.74577,1.0,99.47908,252.74577,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Bamba Dieng/Bamba Dieng21.jpg,bamba dieng,184,118.9961,57.55065,1.0,128.57452,45.716114,1.0,117.080414,45.716114,1.0,146.13496,50.513897,1.0,114.206894,51.153603,1.0,169.76172,107.12781,1.0,101.75496,112.885155,1.0,201.37048,196.68652,1.0,94.4115,169.81891,1.0,162.09898,235.70854,1.0,84.19452,241.78574,1.0,164.65321,241.4659,1.0,123.14675,238.26738,1.0,174.87021,254.26,1.0,174.23164,254.26,1.0,179.65941,254.26,1.0,177.10518,254.26,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Famara Di├⌐dhiou/Famara Di├⌐dhiou16.jpg,famara di├⌐dhiou,189,69.93734,64.629166,1.0,76.322945,54.39368,1.0,63.232445,54.71354,1.0,83.347115,56.312836,1.0,56.20827,55.992977,1.0,97.714745,107.49027,1.0,38.647846,108.76971,1.0,104.419624,195.13164,1.0,30.346552,180.73796,1.0,58.76252,186.17558,1.0,87.81705,168.9032,1.0,86.22064,241.5112,1.0,49.822666,233.83456,1.0,85.90137,254.30554,1.0,51.419067,254.30554,1.0,92.92552,254.30554,1.0,47.5877,254.30554,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Famara Di├⌐dhiou/Famara Di├⌐dhiou48.jpg,famara di├⌐dhiou,189,122.27533,49.177776,1.0,132.18738,40.86818,1.0,119.71738,41.187782,1.0,150.73251,49.177776,1.0,116.83968,48.858177,1.0,173.11456,107.984146,1.0,100.21301,111.180145,1.0,191.02019,186.92531,1.0,93.818146,190.7605,1.0,206.04816,243.49449,1.0,85.82456,243.49449,1.0,158.7261,231.98888,1.0,112.68302,231.98888,1.0,214.36148,243.49449,1.0,83.58636,243.49449,1.0,214.36148,243.49449,1.0,85.18507,243.49449,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Fod├⌐ Ballo-Tour├⌐/Fod├⌐ Ballo-Tour├⌐10.jpg,fod├⌐ ballo tour├⌐,180,134.55788,32.066216,1.0,139.67668,28.546589,1.0,130.39885,28.546589,1.0,147.35487,31.74625,1.0,124.320274,31.74625,1.0,159.19211,54.783817,1.0,106.724396,51.58416,1.0,172.9489,78.78128,1.0,75.69166,77.82139,1.0,188.94514,101.178925,1.0,83.04993,107.57824,1.0,138.39697,109.17807,1.0,106.40447,108.8581,1.0,151.19398,149.81378,1.0,100.00597,164.53223,1.0,144.15562,206.44781,1.0,89.76836,142.1346,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Fod├⌐ Ballo-Tour├⌐/Fod├⌐ Ballo-Tour├⌐29.jpg,fod├⌐ ballo tour├⌐,180,64.32677,25.410364,1.0,67.19083,20.295172,1.0,61.14447,20.295172,1.0,71.32781,22.533068,1.0,57.32572,22.21337,1.0,77.37417,53.543926,1.0,49.688217,48.42873,1.0,88.19397,90.62907,1.0,45.233006,84.23508,1.0,87.55751,129.31271,1.0,38.23196,120.36113,1.0,67.19083,125.476326,1.0,50.006443,122.27932,1.0,65.281456,178.22676,1.0,44.914776,166.39787,1.0,66.554375,205.08151,1.0,43.005398,215.63159,1.0,full_body,full_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Fod├⌐ Ballo-Tour├⌐/Fod├⌐ Ballo-Tour├⌐45.jpg,fod├⌐ ballo tour├⌐,180,129.94206,83.85178,1.0,136.00926,78.73798,1.0,125.152176,78.418365,1.0,141.75713,82.253716,1.0,118.44633,81.29488,1.0,143.99242,118.36994,1.0,98.00946,103.348145,1.0,148.46298,163.4353,1.0,66.71551,145.21739,1.0,154.8495,190.28278,1.0,49.791225,202.74765,1.0,112.379135,225.75977,1.0,79.48855,226.07938,1.0,113.01779,250.36992,1.0,75.33731,250.36992,1.0,114.93375,250.36992,1.0,74.698654,250.36992,1.0,lower_cut,partial_body
/home/gusohseb@GU.GU.SE/.cache/kagglehub/datasets/soumendraprasad/fifa-2022-all-players-image-dataset/versions/2/Images/Images/Group A/Senegal Players/Images_Formose Mendy/Formose Mendy31.jpg,formose mendy,191,121.29152,41.080166,1.0,126.73097,36.602642,1.0,116.49199,36.922466,1.0,135.6901,37.88193,1.0,109.452675,37.88193,1.0,156.48805,65.38675,1.0,85.13508,59.949753,1.0,169.60675,96.40963,1.0,66.896866,90.01316,1.0,178.88585,129.35144,1.0,68.176735,114.31974,1.0,140.16966,117.8378,1.0,97.93381,118.15762,1.0,142.7294,159.41486,1.0,104.33318,159.41486,1.0,153.92831,211.22624,1.0,111.69246,200.99191,1.0,full_body,full_body
